test_image,nearest_match,match_split,dhash_distance,same_class,byte_identical_dup
test/rice_blast/IMG_20231014_172552_1.jpg,train/rice_blast/IMG_20231014_172552.jpg,train,5,TRUE,FALSE
test/rice_blast/IMG_20231018_143336.jpg,train/rice_blast/IMG_20231018_143335.jpg,train,5,TRUE,FALSE
test/rice_blast/IMG_20231018_143536.jpg,train/rice_blast/IMG_20231018_143539.jpg,train,5,TRUE,FALSE
test/rice_blast/IMG_20231018_144339.jpg,train/rice_blast/IMG_20231018_144339_1.jpg,train,5,TRUE,FALSE
test/rice_blast/IMG_20231018_144436_1.jpg,train/rice_blast/IMG_20231018_144435.jpg,train,5,TRUE,FALSE
test/rice_blast/RB_111.jpg,train/rice_tungro_virus/RT_113.jpg,train,5,FALSE,FALSE
test/rice_blast/RB_124.jpg,train/rice_tungro_virus/RT_144.jpg,train,5,FALSE,FALSE
test/rice_blast/RB_92.jpg,train/rice_tungro_virus/RT_172.jpg,train,5,FALSE,FALSE
test/rice_brown_spot/brownspot_orig_092.jpg,train/rice_brown_spot/brownspot_orig_066.jpg,train,5,TRUE,FALSE
test/rice_sheath_blight/20241114_160924.jpg,val/rice_sheath_blight/20241114_162041.jpg,val,5,TRUE,FALSE
test/rice_sheath_blight/20241114_161909.jpg,train/rice_healthy/Healthy_rice_leaf (35).jpg,train,5,FALSE,FALSE
test/rice_sheath_blight/IMG_20231014_173807.jpg,train/rice_sheath_blight/IMG_20231014_173808.jpg,train,5,TRUE,FALSE
test/rice_sheath_blight/IMG_20241114_150317.jpg,train/rice_sheath_blight/IMG_20241114_163448.jpg,train,5,TRUE,FALSE
test/rice_tungro_virus/RT_158.jpg,val/rice_tungro_virus/RT_160.jpg,val,5,TRUE,FALSE
test/rice_tungro_virus/RT_191.jpg,train/rice_tungro_virus/RT_125.jpg,train,5,TRUE,FALSE
test/wheat_black_point/BlackPoint_124.jpg,train/wheat_black_point/BlackPoint_125.jpg,train,5,TRUE,FALSE
test/wheat_black_point/BlackPoint_227.jpg,train/wheat_black_point/BlackPoint_182.jpg,train,5,TRUE,FALSE
test/wheat_black_point/BlackPoint_31.jpg,val/wheat_black_point/BlackPoint_32.jpg,val,5,TRUE,FALSE
test/wheat_black_point/BlackPoint_86.jpg,train/wheat_black_point/BlackPoint_87.jpg,train,5,TRUE,FALSE
test/wheat_blast/WheatBlast_15.jpg,train/wheat_blast/WheatBlast_14.jpg,train,5,TRUE,FALSE
test/wheat_blast/WheatBlast_150.jpg,train/wheat_blast/WheatBlast_152.jpg,train,5,TRUE,FALSE
test/wheat_blast/WheatBlast_159.jpg,train/wheat_blast/WheatBlast_157.jpg,train,5,TRUE,FALSE
test/wheat_blast/WheatBlast_322.jpg,val/wheat_blast/WheatBlast_321.jpg,val,5,TRUE,FALSE
test/wheat_blast/WheatBlast_323.jpg,val/wheat_blast/WheatBlast_321.jpg,val,5,TRUE,FALSE
test/wheat_fusarium_foot_rot/FusariumFootRot_88.jpg,train/wheat_fusarium_foot_rot/FusariumFootRot_91.jpg,train,5,TRUE,FALSE
test/wheat_leaf_blight/LeafBlight_17.jpg,train/wheat_leaf_blight/LeafBlight_15.jpg,train,5,TRUE,FALSE
test/wheat_leaf_blight/LeafBlight_222.jpg,val/wheat_leaf_blight/LeafBlight_223.jpg,val,5,TRUE,FALSE
test/wheat_leaf_blight/LeafBlight_234.jpg,train/wheat_leaf_blight/LeafBlight_233.jpg,train,5,TRUE,FALSE
test/wheat_leaf_blight/LeafBlight_288.jpg,train/wheat_leaf_blight/LeafBlight_289.jpg,train,5,TRUE,FALSE
test/wheat_leaf_blight/LeafBlight_89.jpg,train/wheat_leaf_blight/LeafBlight_88.jpg,train,5,TRUE,FALSE
